frame_index,timestamp_s,inference_latency_ms,detection_count,max_confidence
55,1.833333,132.965,1,0.885699
56,1.866667,121.301,1,0.84528
57,1.9,105.633,1,0.888868
58,1.933333,111.424,1,0.883575
59,1.966667,114.88,1,0.892174
60,2.0,115.822,1,0.891029
61,2.033333,105.789,1,0.872996
62,2.066667,103.534,1,0.751644
63,2.1,106.548,1,0.827739
64,2.133333,122.97,1,0.80542
65,2.166667,106.661,1,0.816478
66,2.2,105.185,1,0.847326
67,2.233333,106.194,1,0.82981
68,2.266667,104.649,1,0.840766
69,2.3,109.481,1,0.857319
70,2.333333,106.473,1,0.856597
71,2.366667,101.688,1,0.846956
72,2.4,105.418,1,0.847356
73,2.433333,110.933,1,0.770499
74,2.466667,103.902,1,0.771459
75,2.5,105.717,1,0.801586
76,2.533333,107.716,1,0.82477
77,2.566667,105.897,1,0.853683
78,2.6,106.28,1,0.873911
79,2.633333,106.055,1,0.858228
80,2.666667,102.158,1,0.856437
81,2.7,104.811,1,0.869843
82,2.733333,108.773,1,0.870748
83,2.766667,103.076,1,0.878382
84,2.8,103.249,1,0.874838
85,2.833333,106.912,1,0.871846
86,2.866667,107.328,1,0.865398
87,2.9,102.65,1,0.85734
88,2.933333,101.315,1,0.864757
89,2.966667,105.481,1,0.878801
90,3.0,105.0,1,0.883712
91,3.033333,106.268,1,0.870893
92,3.066667,102.557,1,0.859394
93,3.1,102.946,1,0.862584
94,3.133333,102.876,1,0.856737
95,3.166667,103.009,1,0.862183
96,3.2,101.977,1,0.859244
97,3.233333,103.599,1,0.875124
98,3.266667,102.346,1,0.885925
99,3.3,103.832,1,0.877032
100,3.333333,103.447,1,0.880535
101,3.366667,102.581,1,0.877833
102,3.4,113.509,1,0.868842
103,3.433333,106.217,1,0.883158
104,3.466667,102.849,1,0.894526
105,3.5,102.289,1,0.899186
106,3.533333,101.951,1,0.90667
107,3.566667,109.1,1,0.909372
108,3.6,103.195,1,0.906989
109,3.633333,103.345,1,0.90904
110,3.666667,102.572,1,0.907855
111,3.7,103.699,1,0.902883
112,3.733333,102.71,1,0.897986
113,3.766667,110.852,1,0.901338
114,3.8,102.341,1,0.901699
115,3.833333,101.819,1,0.903362
116,3.866667,105.001,1,0.901249
117,3.9,104.162,1,0.901815
118,3.933333,104.654,1,0.902013
119,3.966667,102.442,1,0.899843
120,4.0,101.74,1,0.904217
121,4.033333,105.269,1,0.903752
122,4.066667,101.776,1,0.90646
123,4.1,104.302,1,0.912533
124,4.133333,103.152,1,0.914639
125,4.166667,104.327,1,0.917183
126,4.2,106.516,1,0.916049
127,4.233333,106.641,1,0.918257
128,4.266667,105.624,1,0.915385
129,4.3,105.414,1,0.912383
130,4.333333,105.055,1,0.907788
131,4.366667,107.231,1,0.900374
132,4.4,104.86,1,0.894335
133,4.433333,102.867,1,0.897524
134,4.466667,102.983,1,0.9042
135,4.5,103.094,1,0.910984
136,4.533333,104.206,1,0.912669
137,4.566667,103.439,1,0.915816
138,4.6,101.941,1,0.917434
139,4.633333,105.879,1,0.916384
140,4.666667,107.626,1,0.917857
141,4.7,105.417,1,0.914178
142,4.733333,103.55,1,0.910384
143,4.766667,102.316,1,0.912534
144,4.8,102.644,1,0.916586
145,4.833333,103.61,1,0.918063
146,4.866667,102.8,1,0.911213
147,4.9,104.039,1,0.908266
148,4.933333,104.648,1,0.908928
149,4.966667,110.156,1,0.909501
150,5.0,104.616,1,0.91667
151,5.033333,102.82,1,0.909707
152,5.066667,108.601,1,0.91476
153,5.1,115.215,1,0.908071
154,5.133333,105.097,1,0.904112
155,5.166667,102.034,1,0.913689
156,5.2,103.434,1,0.916053
157,5.233333,103.354,1,0.910221
158,5.266667,105.669,1,0.901608
159,5.3,104.756,1,0.91263
160,5.333333,105.113,1,0.909936
161,5.366667,105.013,1,0.906122
162,5.4,105.732,1,0.905855
163,5.433333,104.45,1,0.916783
164,5.466667,103.08,1,0.920914
165,5.5,103.101,1,0.921693
166,5.533333,104.642,1,0.92709
167,5.566667,102.694,1,0.925833
168,5.6,103.953,1,0.92976
169,5.633333,104.14,1,0.925302
170,5.666667,104.344,1,0.922092
171,5.7,104.416,1,0.917961
172,5.733333,102.549,1,0.918186
173,5.766667,103.583,1,0.910522
174,5.8,102.677,1,0.910202
175,5.833333,103.87,1,0.911015
176,5.866667,105.054,1,0.912345
177,5.9,106.41,1,0.91451
178,5.933333,105.394,1,0.918426
179,5.966667,103.506,1,0.919897
180,6.0,103.867,1,0.919644
181,6.033333,103.624,1,0.918945
182,6.066667,103.285,1,0.91215
183,6.1,103.587,1,0.913646
184,6.133333,105.508,1,0.914045
185,6.166667,103.909,1,0.913725
186,6.2,104.444,1,0.912202
187,6.233333,107.15,1,0.912177
188,6.266667,103.103,1,0.908344
189,6.3,103.543,1,0.904237
190,6.333333,104.406,1,0.90011
191,6.366667,103.84,1,0.898537
192,6.4,105.607,1,0.900549
193,6.433333,104.288,1,0.898512
194,6.466667,105.188,1,0.897553
195,6.5,104.882,1,0.896522
196,6.533333,105.167,1,0.900386
197,6.566667,105.437,1,0.90084
198,6.6,106.258,1,0.902356
199,6.633333,105.894,1,0.906668
200,6.666667,102.82,1,0.904707
201,6.7,103.517,1,0.901519
202,6.733333,104.41,1,0.895778
203,6.766667,102.691,1,0.898365
204,6.8,104.576,1,0.893529
205,6.833333,104.773,1,0.896709
206,6.866667,102.734,1,0.890334
207,6.9,102.842,1,0.897709
208,6.933333,105.624,1,0.894698
209,6.966667,103.639,1,0.891867
210,7.0,106.393,1,0.892224
211,7.033333,102.56,1,0.890369
212,7.066667,103.616,1,0.894197
213,7.1,103.189,1,0.885249
214,7.133333,105.816,1,0.894152
215,7.166667,106.091,1,0.904734
216,7.2,103.629,1,0.906741
217,7.233333,103.118,1,0.907477
218,7.266667,105.014,1,0.906823
219,7.3,104.327,1,0.904509
220,7.333333,102.88,1,0.902532
221,7.366667,103.808,1,0.900252
222,7.4,105.799,1,0.899452
223,7.433333,106.459,1,0.901943
224,7.466667,106.605,1,0.907768
225,7.5,105.801,1,0.901815
226,7.533333,104.826,1,0.895377
227,7.566667,106.233,1,0.893315
228,7.6,105.745,1,0.893141
229,7.633333,106.377,1,0.89242
230,7.666667,104.599,1,0.899625
231,7.7,103.42,1,0.899912
232,7.733333,102.983,1,0.898697
233,7.766667,105.435,1,0.894212
234,7.8,106.04,1,0.896297
235,7.833333,105.21,1,0.903042
236,7.866667,105.526,1,0.903772
237,7.9,108.655,1,0.902096
238,7.933333,105.518,1,0.898786
239,7.966667,104.926,1,0.901524
240,8.0,106.221,1,0.904817
241,8.033333,115.836,1,0.905933
242,8.066667,105.917,1,0.905425
243,8.1,106.129,1,0.906631
244,8.133333,104.147,1,0.906793
245,8.166667,107.68,1,0.907654
246,8.2,105.025,1,0.904291
247,8.233333,105.269,1,0.900552
248,8.266667,107.814,1,0.901318
249,8.3,104.002,1,0.90114
250,8.333333,104.298,1,0.898534
251,8.366667,105.668,1,0.89712
252,8.4,102.01,1,0.897887
253,8.433333,102.922,1,0.900357
254,8.466667,106.918,1,0.899573
255,8.5,105.052,1,0.895819
256,8.533333,112.316,1,0.903268
257,8.566667,106.681,1,0.90643
258,8.6,105.294,1,0.908666
259,8.633333,103.971,1,0.90826
260,8.666667,104.078,1,0.909682
261,8.7,104.221,1,0.911259
262,8.733333,106.516,1,0.912607
263,8.766667,105.116,1,0.915234
264,8.8,107.316,1,0.91841
265,8.833333,106.25,1,0.917343
266,8.866667,107.34,1,0.915762
267,8.9,104.352,1,0.913064
268,8.933333,103.656,1,0.907924
269,8.966667,103.751,1,0.902564
270,9.0,107.598,1,0.899438
271,9.033333,102.249,1,0.898829
272,9.066667,103.667,1,0.897514
273,9.1,103.454,1,0.902563
274,9.133333,101.678,1,0.904529
275,9.166667,103.916,1,0.89423
276,9.2,103.273,1,0.895907
277,9.233333,102.509,1,0.895884
278,9.266667,103.037,1,0.898088
279,9.3,103.249,1,0.900834
280,9.333333,105.181,1,0.899972
281,9.366667,106.624,1,0.899765
282,9.4,102.305,1,0.899207
283,9.433333,101.757,1,0.899919
284,9.466667,102.707,1,0.900552
285,9.5,101.419,1,0.901431
286,9.533333,104.683,1,0.901113
287,9.566667,102.891,1,0.901431
288,9.6,104.023,1,0.900543
289,9.633333,103.623,1,0.898241
290,9.666667,102.608,1,0.89604
291,9.7,105.716,1,0.892778
292,9.733333,102.759,1,0.889454
293,9.766667,102.255,1,0.888338
294,9.8,102.671,1,0.888964
295,9.833333,101.088,1,0.89024
296,9.866667,102.906,1,0.893762
297,9.9,102.985,1,0.897182
298,9.933333,101.828,1,0.895543
299,9.966667,123.668,1,0.893551
300,10.0,103.792,1,0.89108
301,10.033333,103.152,1,0.888644
302,10.066667,101.947,1,0.884958
303,10.1,103.437,1,0.88382
304,10.133333,103.242,1,0.887554
305,10.166667,103.416,1,0.885393
306,10.2,105.107,1,0.888783
307,10.233333,104.667,1,0.890837
308,10.266667,103.949,1,0.885379
309,10.3,103.093,1,0.884935
310,10.333333,104.428,1,0.891385
311,10.366667,102.659,1,0.891662
312,10.4,101.48,1,0.902634
313,10.433333,101.939,1,0.902299
314,10.466667,101.013,1,0.905083
315,10.5,101.419,1,0.906566
316,10.533333,101.932,1,0.908198
317,10.566667,100.521,1,0.913876
318,10.6,101.727,1,0.913138
319,10.633333,100.214,1,0.914892
320,10.666667,101.169,1,0.910959
321,10.7,103.16,1,0.916505
322,10.733333,103.246,1,0.91657
323,10.766667,102.397,1,0.913105
324,10.8,101.985,1,0.913037
325,10.833333,108.149,1,0.909229
326,10.866667,102.824,1,0.910829
327,10.9,103.554,1,0.907001
328,10.933333,100.664,1,0.908787
329,10.966667,110.874,1,0.911996
330,11.0,105.933,1,0.909781
331,11.033333,102.341,1,0.910051
332,11.066667,102.476,1,0.912488
333,11.1,104.043,1,0.912361
334,11.133333,111.698,1,0.911859
335,11.166667,104.0,1,0.901055
336,11.2,101.815,1,0.895612
337,11.233333,108.206,1,0.907415
338,11.266667,108.981,1,0.901839
339,11.3,109.79,1,0.897744
340,11.333333,103.457,1,0.89803
341,11.366667,104.849,1,0.89228
342,11.4,104.699,1,0.893724
343,11.433333,108.148,1,0.901495
344,11.466667,112.689,1,0.903454
345,11.5,104.964,1,0.898343
346,11.533333,106.355,1,0.898511
347,11.566667,108.238,1,0.893461
348,11.6,107.661,1,0.896434
349,11.633333,115.752,1,0.885325
350,11.666667,110.397,1,0.88574
351,11.7,116.904,1,0.870945
352,11.733333,103.645,1,0.859466
353,11.766667,105.701,1,0.849922
354,11.8,109.369,1,0.84935
355,11.833333,108.891,1,0.839162
356,11.866667,106.443,1,0.84178
357,11.9,108.032,1,0.85266
358,11.933333,106.031,1,0.846648
359,11.966667,110.389,1,0.849116
360,12.0,108.667,1,0.855005
361,12.033333,108.445,1,0.862512
362,12.066667,104.671,1,0.862818
363,12.1,105.76,1,0.86447
364,12.133333,106.442,1,0.866515
365,12.166667,104.866,1,0.874542
366,12.2,106.81,1,0.878108
367,12.233333,103.403,1,0.877049
368,12.266667,107.743,1,0.877139
369,12.3,108.732,1,0.876138
370,12.333333,105.565,1,0.879677
371,12.366667,106.785,1,0.8836
372,12.4,103.756,1,0.881275
373,12.433333,103.383,1,0.874623
374,12.466667,105.013,1,0.879558
375,12.5,107.329,1,0.879974
376,12.533333,104.047,1,0.888136
377,12.566667,107.257,1,0.889664
378,12.6,108.074,1,0.887835
379,12.633333,107.769,1,0.886755
380,12.666667,109.344,1,0.887487
381,12.7,111.687,1,0.886442
382,12.733333,106.445,1,0.885416
383,12.766667,109.061,1,0.883118
384,12.8,108.144,1,0.884395
385,12.833333,108.8,1,0.879125
386,12.866667,111.552,1,0.880544
387,12.9,104.068,1,0.87574
388,12.933333,101.445,1,0.872566
389,12.966667,106.668,1,0.870797
390,13.0,105.633,1,0.86527
391,13.033333,107.107,1,0.863725
392,13.066667,107.878,1,0.862466
393,13.1,106.292,1,0.864522
394,13.133333,104.784,1,0.865157
395,13.166667,101.267,1,0.864281
396,13.2,100.897,1,0.865702
397,13.233333,102.6,1,0.866225
398,13.266667,105.43,1,0.866363
399,13.3,102.804,1,0.863179
400,13.333333,105.761,1,0.863947
401,13.366667,101.769,1,0.862708
402,13.4,103.684,1,0.870356
403,13.433333,107.31,1,0.872548
404,13.466667,105.483,1,0.869363
405,13.5,100.709,1,0.876048
406,13.533333,100.39,1,0.876706
407,13.566667,101.578,1,0.87222
408,13.6,102.128,1,0.878675
409,13.633333,101.964,1,0.881426
410,13.666667,101.721,1,0.882166
411,13.7,102.127,1,0.879371
412,13.733333,102.838,1,0.886467
413,13.766667,108.439,1,0.888345
414,13.8,103.541,1,0.890397
415,13.833333,102.451,1,0.893633
416,13.866667,106.85,1,0.891851
417,13.9,119.477,1,0.886812
418,13.933333,105.734,1,0.889489
419,13.966667,119.357,1,0.892853
420,14.0,104.147,1,0.892791
421,14.033333,108.268,1,0.888481
422,14.066667,112.042,1,0.890221
423,14.1,108.066,1,0.890485
424,14.133333,105.9,1,0.894039
425,14.166667,105.714,1,0.897566
426,14.2,108.129,1,0.896668
427,14.233333,108.333,1,0.898267
428,14.266667,105.633,1,0.898506
429,14.3,105.194,1,0.897385
430,14.333333,105.232,1,0.892753
431,14.366667,108.364,1,0.893415
432,14.4,103.115,1,0.893552
433,14.433333,104.445,1,0.899852
434,14.466667,106.416,1,0.900747
435,14.5,111.61,1,0.907395
436,14.533333,107.12,1,0.906423
437,14.566667,151.688,1,0.902068
438,14.6,105.345,1,0.903118
439,14.633333,107.993,1,0.902675
440,14.666667,108.134,1,0.900562
441,14.7,109.093,1,0.894456
442,14.733333,107.727,1,0.895436
443,14.766667,107.079,1,0.896856
444,14.8,108.296,1,0.895822
445,14.833333,105.271,1,0.898667
446,14.866667,106.566,1,0.902562
447,14.9,112.454,2,0.905931
448,14.933333,106.857,2,0.900057
449,14.966667,106.086,2,0.895067
450,15.0,106.559,2,0.889304
451,15.033333,103.768,2,0.889659
452,15.066667,103.347,2,0.887842
453,15.1,102.794,2,0.885967
454,15.133333,107.375,2,0.887502
455,15.166667,104.539,1,0.881723
456,15.2,109.505,1,0.878232
457,15.233333,103.084,1,0.88048
458,15.266667,102.834,1,0.879667
459,15.3,104.358,1,0.881163
460,15.333333,102.646,1,0.87849
461,15.366667,104.495,1,0.875686
462,15.4,102.127,1,0.876444
463,15.433333,102.775,1,0.881521
464,15.466667,105.6,1,0.882113
465,15.5,103.85,1,0.885235
466,15.533333,106.41,1,0.893417
467,15.566667,107.223,1,0.895133
468,15.6,108.373,1,0.896127
469,15.633333,107.189,1,0.895188
470,15.666667,104.935,1,0.898412
471,15.7,104.305,1,0.899025
472,15.733333,104.979,1,0.901006
473,15.766667,100.295,1,0.898442
474,15.8,103.583,1,0.895477
475,15.833333,103.32,1,0.896257
476,15.866667,103.504,1,0.894115
477,15.9,105.727,1,0.886453
478,15.933333,104.832,1,0.87965
479,15.966667,104.596,1,0.879956
480,16.0,103.035,1,0.876956
481,16.033333,103.853,1,0.866011
482,16.066667,106.129,1,0.855056
483,16.1,107.435,1,0.856248
484,16.133333,103.821,1,0.856395
485,16.166667,104.723,1,0.854167
486,16.2,103.433,1,0.851577
487,16.233333,107.111,1,0.857531
488,16.266667,102.473,1,0.858228
489,16.3,104.742,1,0.855246
490,16.333333,105.963,1,0.860994
491,16.366667,110.015,1,0.866637
492,16.4,107.626,1,0.872268
493,16.433333,107.899,1,0.872415
494,16.466667,114.086,1,0.873107
495,16.5,103.456,1,0.870853
496,16.533333,104.653,1,0.870872
497,16.566667,104.815,1,0.875853
498,16.6,102.483,1,0.878309
499,16.633333,104.562,1,0.879415
500,16.666667,102.664,1,0.871732
501,16.7,103.718,1,0.872335
502,16.733333,111.782,1,0.88203
503,16.766667,106.429,1,0.887234
504,16.8,102.002,1,0.886554
505,16.833333,106.188,1,0.887172
506,16.866667,102.623,1,0.889126
507,16.9,104.387,1,0.888778
508,16.933333,102.434,1,0.890136
509,16.966667,106.018,1,0.889839
510,17.0,108.852,1,0.888823
511,17.033333,103.638,1,0.887128
512,17.066667,104.88,1,0.886581
513,17.1,109.638,1,0.885246
514,17.133333,106.58,1,0.883554
515,17.166667,103.569,1,0.885405
516,17.2,107.652,1,0.889607
517,17.233333,108.457,1,0.888153
518,17.266667,104.236,1,0.887201
519,17.3,110.628,1,0.883005
520,17.333333,105.784,1,0.882615
521,17.366667,106.353,1,0.87943
522,17.4,105.457,1,0.87816
523,17.433333,103.301,1,0.87718
524,17.466667,107.654,1,0.877327
525,17.5,109.659,1,0.871851
526,17.533333,109.327,1,0.870502
527,17.566667,109.23,1,0.869724
528,17.6,106.488,1,0.873245
529,17.633333,107.659,1,0.875719
530,17.666667,104.725,1,0.879759
531,17.7,104.735,1,0.876729
532,17.733333,131.414,1,0.870604
533,17.766667,117.349,1,0.866539
534,17.8,113.302,1,0.862428
535,17.833333,109.678,1,0.858743
536,17.866667,109.201,1,0.857364
537,17.9,107.927,1,0.855948
538,17.933333,105.955,1,0.852782
539,17.966667,104.57,1,0.854939
540,18.0,106.232,1,0.858489
541,18.033333,106.898,1,0.863402
542,18.066667,108.295,1,0.859899
543,18.1,107.612,1,0.861922
544,18.133333,105.667,2,0.859228
545,18.166667,106.951,2,0.857772
546,18.2,107.319,2,0.857992
547,18.233333,104.344,2,0.857483
548,18.266667,107.442,2,0.853794
549,18.3,109.305,2,0.857421
550,18.333333,106.192,1,0.851706
551,18.366667,108.015,1,0.857267
552,18.4,106.74,1,0.859445
553,18.433333,105.387,1,0.860177
554,18.466667,104.542,1,0.859086
555,18.5,108.172,1,0.856682
556,18.533333,105.612,1,0.850742
557,18.566667,106.506,1,0.856822
558,18.6,105.315,1,0.859391
559,18.633333,106.606,1,0.859774
560,18.666667,109.338,1,0.859198
561,18.7,104.89,1,0.854244
562,18.733333,104.483,1,0.855393
563,18.766667,104.056,1,0.859413
564,18.8,104.227,1,0.860693
565,18.833333,104.38,1,0.858283
566,18.866667,105.661,1,0.856615
567,18.9,104.517,1,0.858761
568,18.933333,105.19,1,0.851683
569,18.966667,100.761,1,0.845358
570,19.0,102.981,1,0.84851
571,19.033333,104.644,1,0.852684
572,19.066667,102.724,1,0.844826
573,19.1,107.768,1,0.848278
574,19.133333,110.105,1,0.852546
575,19.166667,110.325,1,0.850585
576,19.2,109.713,1,0.855244
577,19.233333,109.453,1,0.860384
578,19.266667,111.994,1,0.854503
579,19.3,107.88,1,0.849317
580,19.333333,121.534,1,0.853603
581,19.366667,106.334,1,0.855149
582,19.4,107.934,1,0.860582
583,19.433333,110.432,1,0.867055
584,19.466667,104.281,1,0.867272
585,19.5,102.808,1,0.865951
586,19.533333,103.302,1,0.862111
587,19.566667,113.235,1,0.863952
588,19.6,115.616,1,0.865557
589,19.633333,102.829,1,0.865808
590,19.666667,104.292,1,0.865836
591,19.7,103.646,1,0.867403
592,19.733333,103.891,1,0.868501
593,19.766667,103.875,1,0.869242
594,19.8,109.573,1,0.869987
595,19.833333,107.005,1,0.869413
596,19.866667,104.426,1,0.868803
597,19.9,103.19,1,0.871265
598,19.933333,106.688,1,0.868969
599,19.966667,104.645,1,0.863166
